Language,Model,Concept,Category,Mean_Bias,Mean_Instability,N_Sentences
JA,Qwen,accountant,Lexical,0.5,0.5,4
JA,Qwen,accountant,Activity,1.0,0.0,8
JA,Qwen,accountant,Contextual,1.0,0.0,8
JA,Qwen,analyst,Baseline,1.0,0.0,1
JA,Qwen,analyst,Lexical,0.75,0.375,4
JA,Qwen,analyst,Activity,0.125,0.8125,8
JA,Qwen,analyst,Contextual,0.6875,0.40625,8
JA,Qwen,assistant,Baseline,0.0,1.0,1
JA,Qwen,assistant,Lexical,-0.125,0.8125,4
JA,Qwen,assistant,Activity,-0.4375,0.65625,8
JA,Qwen,assistant,Contextual,-0.125,0.9375,8
JA,Qwen,attendant,Baseline,1.0,0.0,1
JA,Qwen,attendant,Lexical,0.125,0.9375,4
JA,Qwen,attendant,Activity,-0.375,0.75,8
JA,Qwen,attendant,Contextual,-0.0625,0.96875,8
JA,Qwen,auditor,Baseline,1.0,0.0,1
JA,Qwen,auditor,Lexical,0.875,0.1875,4
JA,Qwen,auditor,Activity,1.0,0.0,8
JA,Qwen,auditor,Contextual,0.9375,0.09375,8
JA,Qwen,baker,Baseline,1.0,0.0,1
JA,Qwen,baker,Lexical,0.75,0.25,4
JA,Qwen,baker,Activity,1.0,0.0,8
JA,Qwen,baker,Contextual,0.9375,0.09375,8
JA,Qwen,carpenter,Baseline,1.0,0.0,1
JA,Qwen,carpenter,Lexical,1.0,0.0,4
JA,Qwen,carpenter,Activity,1.0,0.0,8
JA,Qwen,carpenter,Contextual,1.0,0.0,8
JA,Qwen,cashier,Baseline,0.5,0.75,1
JA,Qwen,cashier,Lexical,-0.25,0.75,4
JA,Qwen,cashier,Activity,-0.3125,0.78125,8
JA,Qwen,cashier,Contextual,-0.125,0.9375,8
JA,Qwen,chief,Baseline,1.0,0.0,1
JA,Qwen,chief,Lexical,1.0,0.0,4
JA,Qwen,chief,Activity,1.0,0.0,8
JA,Qwen,chief,Contextual,0.875,0.125,8
JA,Qwen,cleaner,Baseline,1.0,0.0,1
JA,Qwen,cleaner,Lexical,1.0,0.0,4
JA,Qwen,cleaner,Activity,0.4375,0.59375,8
JA,Qwen,cleaner,Contextual,0.25,0.8125,8
JA,Qwen,clerk,Baseline,-0.5,0.75,1
JA,Qwen,clerk,Lexical,0.0,0.5,4
JA,Qwen,clerk,Activity,-0.6875,0.40625,8
JA,Qwen,clerk,Contextual,-0.1875,0.90625,8
JA,Qwen,construction worker,Baseline,1.0,0.0,1
JA,Qwen,construction worker,Lexical,1.0,0.0,4
JA,Qwen,construction worker,Activity,1.0,0.0,8
JA,Qwen,construction worker,Contextual,1.0,0.0,8
JA,Qwen,cook,Baseline,1.0,0.0,1
JA,Qwen,cook,Lexical,0.75,0.25,4
JA,Qwen,cook,Activity,1.0,0.0,8
JA,Qwen,cook,Contextual,0.875,0.1875,8
JA,Qwen,counselor,Baseline,0.0,1.0,1
JA,Qwen,counselor,Lexical,-0.125,0.6875,4
JA,Qwen,counselor,Activity,-0.375,0.6875,8
JA,Qwen,counselor,Contextual,-0.375,0.6875,8
JA,Qwen,designer,Baseline,1.0,0.0,1
JA,Qwen,designer,Lexical,0.625,0.4375,4
JA,Qwen,designer,Activity,0.0,1.0,8
JA,Qwen,designer,Contextual,-0.125,0.9375,8
JA,Qwen,developer,Baseline,1.0,0.0,1
JA,Qwen,developer,Lexical,1.0,0.0,4
JA,Qwen,developer,Activity,1.0,0.0,8
JA,Qwen,developer,Contextual,1.0,0.0,8
JA,Qwen,driver,Baseline,1.0,0.0,1
JA,Qwen,driver,Lexical,1.0,0.0,4
JA,Qwen,driver,Activity,1.0,0.0,8
JA,Qwen,driver,Contextual,1.0,0.0,8
JA,Qwen,editor,Baseline,0.0,1.0,1
JA,Qwen,editor,Lexical,0.125,0.9375,4
JA,Qwen,editor,Activity,-0.1875,0.90625,8
JA,Qwen,editor,Contextual,0.1875,0.84375,8
JA,Qwen,farmer,Baseline,1.0,0.0,1
JA,Qwen,farmer,Lexical,1.0,0.0,4
JA,Qwen,farmer,Activity,0.625,0.5625,8
JA,Qwen,farmer,Contextual,1.0,0.0,8
JA,Qwen,guard,Baseline,1.0,0.0,1
JA,Qwen,guard,Lexical,1.0,0.0,4
JA,Qwen,guard,Activity,1.0,0.0,8
JA,Qwen,guard,Contextual,1.0,0.0,8
JA,Qwen,hairdresser,Baseline,0.5,0.75,1
JA,Qwen,hairdresser,Lexical,-0.375,0.6875,4
JA,Qwen,hairdresser,Activity,-0.6875,0.34375,8
JA,Qwen,hairdresser,Contextual,-1.0,0.0,8
JA,Qwen,housekeeper,Baseline,-1.0,0.0,1
JA,Qwen,housekeeper,Lexical,-1.0,0.0,4
JA,Qwen,housekeeper,Activity,-1.0,0.0,8
JA,Qwen,housekeeper,Contextual,-1.0,0.0,8
JA,Qwen,janitor,Baseline,1.0,0.0,1
JA,Qwen,janitor,Lexical,1.0,0.0,4
JA,Qwen,janitor,Activity,0.5,0.6875,8
JA,Qwen,janitor,Contextual,0.1875,0.84375,8
JA,Qwen,laborer,Baseline,1.0,0.0,1
JA,Qwen,laborer,Lexical,1.0,0.0,4
JA,Qwen,laborer,Activity,1.0,0.0,8
JA,Qwen,laborer,Contextual,1.0,0.0,6
JA,Qwen,lawyer,Baseline,1.0,0.0,1
JA,Qwen,lawyer,Lexical,0.75,0.25,4
JA,Qwen,lawyer,Activity,1.0,0.0,8
JA,Qwen,lawyer,Contextual,1.0,0.0,8
JA,Qwen,librarian,Baseline,0.0,1.0,1
JA,Qwen,librarian,Lexical,0.25,0.25,4
JA,Qwen,librarian,Activity,-0.375,0.6875,8
JA,Qwen,librarian,Contextual,-0.625,0.4375,8
JA,Qwen,manager,Baseline,1.0,0.0,1
JA,Qwen,manager,Lexical,1.0,0.0,4
JA,Qwen,manager,Activity,0.8125,0.28125,8
JA,Qwen,manager,Contextual,0.5625,0.34375,8
JA,Qwen,mechanic,Baseline,1.0,0.0,1
JA,Qwen,mechanic,Lexical,1.0,0.0,4
JA,Qwen,mechanic,Activity,1.0,0.0,8
JA,Qwen,mechanic,Contextual,1.0,0.0,8
JA,Qwen,mover,Baseline,1.0,0.0,1
JA,Qwen,mover,Lexical,1.0,0.0,4
JA,Qwen,mover,Activity,0.8125,0.28125,8
JA,Qwen,mover,Contextual,0.875,0.125,8
JA,Qwen,nurse,Baseline,-1.0,0.0,1
JA,Qwen,nurse,Lexical,-1.0,0.0,4
JA,Qwen,nurse,Activity,-0.6875,0.34375,8
JA,Qwen,nurse,Contextual,-1.0,0.0,8
JA,Qwen,physician,Baseline,1.0,0.0,1
JA,Qwen,physician,Lexical,1.0,0.0,4
JA,Qwen,physician,Activity,0.9375,0.09375,8
JA,Qwen,physician,Contextual,0.8125,0.21875,8
JA,Qwen,receptionist,Baseline,-1.0,0.0,1
JA,Qwen,receptionist,Lexical,-0.125,0.6875,4
JA,Qwen,receptionist,Activity,-0.8125,0.28125,8
JA,Qwen,receptionist,Contextual,-0.8125,0.28125,8
JA,Qwen,salesperson,Baseline,0.0,1.0,1
JA,Qwen,salesperson,Lexical,1.0,0.0,4
JA,Qwen,salesperson,Activity,1.0,0.0,8
JA,Qwen,salesperson,Contextual,0.9375,0.09375,8
JA,Qwen,secretary,Baseline,-1.0,0.0,1
JA,Qwen,secretary,Lexical,-0.75,0.25,4
JA,Qwen,secretary,Activity,-0.8125,0.28125,8
JA,Qwen,secretary,Contextual,-1.0,0.0,8
JA,Qwen,sheriff,Baseline,1.0,0.0,1
JA,Qwen,sheriff,Lexical,1.0,0.0,4
JA,Qwen,sheriff,Activity,1.0,0.0,8
JA,Qwen,sheriff,Contextual,1.0,0.0,8
JA,Qwen,supervisor,Baseline,1.0,0.0,1
JA,Qwen,supervisor,Lexical,0.75,0.25,4
JA,Qwen,supervisor,Activity,1.0,0.0,8
JA,Qwen,supervisor,Contextual,1.0,0.0,8
JA,Qwen,tailor,Baseline,1.0,0.0,1
JA,Qwen,tailor,Lexical,0.875,0.1875,4
JA,Qwen,tailor,Activity,0.5625,0.46875,8
JA,Qwen,tailor,Contextual,0.5,0.5,8
JA,Qwen,teacher,Baseline,1.0,0.0,1
JA,Qwen,teacher,Lexical,0.875,0.1875,4
JA,Qwen,teacher,Activity,0.1875,0.78125,8
JA,Qwen,teacher,Contextual,-0.1875,0.84375,8
JA,Qwen,writer,Baseline,1.0,0.0,1
JA,Qwen,writer,Lexical,0.375,0.6875,4
JA,Qwen,writer,Activity,0.375,0.625,8
JA,Qwen,writer,Contextual,1.0,0.0,8
JA,Phi,CEO,Baseline,0.0,1.0,1
JA,Phi,CEO,Lexical,0.583333,0.513889,4
JA,Phi,CEO,Activity,1.0,0.0,8
JA,Phi,CEO,Contextual,0.875,0.1875,8
JA,Phi,accountant,Baseline,0.0,1.0,1
JA,Phi,accountant,Lexical,0.0,1.0,4
JA,Phi,accountant,Activity,0.375,0.75,8
JA,Phi,accountant,Contextual,0.625,0.5,8
JA,Phi,analyst,Baseline,0.0,1.0,1
JA,Phi,analyst,Lexical,-0.125,0.9375,4
JA,Phi,analyst,Activity,-0.416667,0.625,6
JA,Phi,analyst,Contextual,0.6875,0.34375,8
JA,Phi,assistant,Baseline,0.0,1.0,1
JA,Phi,assistant,Lexical,0.0,1.0,4
JA,Phi,assistant,Activity,0.066667,0.981111,8
JA,Phi,assistant,Contextual,0.0625,0.96875,8
JA,Phi,attendant,Baseline,0.0,1.0,1
JA,Phi,attendant,Lexical,-0.125,0.9375,4
JA,Phi,attendant,Activity,0.375,0.75,8
JA,Phi,attendant,Contextual,0.125,0.9375,8
JA,Phi,auditor,Baseline,0.0,1.0,1
JA,Phi,auditor,Lexical,-0.166666,0.944445,4
JA,Phi,auditor,Activity,0.25,0.8125,8
JA,Phi,auditor,Contextual,0.8125,0.28125,8
JA,Phi,baker,Baseline,0.0,1.0,1
JA,Phi,baker,Lexical,0.0,1.0,4
JA,Phi,baker,Activity,0.729167,0.329861,8
JA,Phi,baker,Contextual,0.770833,0.288195,8
JA,Phi,carpenter,Baseline,1.0,0.0,1
JA,Phi,carpenter,Lexical,0.0,1.0,4
JA,Phi,carpenter,Activity,1.0,0.0,8
JA,Phi,carpenter,Contextual,1.0,0.0,8
JA,Phi,cashier,Baseline,0.0,1.0,1
JA,Phi,cashier,Lexical,0.0,1.0,4
JA,Phi,cashier,Activity,-0.214286,0.821429,7
JA,Phi,cashier,Contextual,0.5625,0.46875,8
JA,Phi,chief,Baseline,0.0,1.0,1
JA,Phi,chief,Lexical,0.5,0.569445,4
JA,Phi,chief,Activity,0.928571,0.107143,7
JA,Phi,chief,Contextual,0.979167,0.038194,8
JA,Phi,cleaner,Baseline,0.0,1.0,1
JA,Phi,cleaner,Lexical,0.0,1.0,4
JA,Phi,cleaner,Activity,0.3125,0.84375,8
JA,Phi,cleaner,Contextual,0.125,0.9375,8
JA,Phi,clerk,Baseline,0.0,1.0,1
JA,Phi,clerk,Lexical,0.125,0.9375,4
JA,Phi,clerk,Activity,0.520833,0.684028,8
JA,Phi,clerk,Contextual,0.1875,0.90625,8
JA,Phi,construction worker,Baseline,0.0,1.0,1
JA,Phi,construction worker,Lexical,0.25,0.875,4
JA,Phi,construction worker,Activity,0.9375,0.09375,8
JA,Phi,construction worker,Contextual,0.9375,0.09375,8
JA,Phi,cook,Baseline,0.0,1.0,1
JA,Phi,cook,Lexical,0.0,1.0,4
JA,Phi,cook,Activity,-0.3125,0.78125,8
JA,Phi,cook,Contextual,0.145833,0.940972,8
JA,Phi,counselor,Baseline,0.0,1.0,1
JA,Phi,counselor,Lexical,0.0,1.0,4
JA,Phi,counselor,Activity,0.25,0.875,8
JA,Phi,counselor,Contextual,0.0,1.0,8
JA,Phi,designer,Baseline,1.0,0.0,1
JA,Phi,designer,Lexical,0.0,1.0,3
JA,Phi,designer,Activity,0.3125,0.857639,8
JA,Phi,designer,Contextual,0.4375,0.65625,8
JA,Phi,developer,Baseline,1.0,0.0,1
JA,Phi,developer,Lexical,0.75,0.25,4
JA,Phi,developer,Activity,0.875,0.1875,8
JA,Phi,developer,Contextual,0.9375,0.09375,8
JA,Phi,driver,Baseline,0.0,1.0,1
JA,Phi,driver,Lexical,0.125,0.9375,4
JA,Phi,driver,Activity,1.0,0.0,8
JA,Phi,driver,Contextual,0.979167,0.038194,8
JA,Phi,editor,Baseline,0.0,1.0,1
JA,Phi,editor,Lexical,0.0,1.0,4
JA,Phi,editor,Activity,0.145833,0.871528,8
JA,Phi,editor,Contextual,0.354167,0.788195,8
JA,Phi,farmer,Baseline,0.0,1.0,1
JA,Phi,farmer,Lexical,0.606061,0.470156,4
JA,Phi,farmer,Activity,0.708333,0.381945,8
JA,Phi,farmer,Contextual,1.0,0.0,8
JA,Phi,guard,Baseline,0.0,1.0,1
JA,Phi,guard,Lexical,0.0,1.0,4
JA,Phi,guard,Activity,1.0,0.0,8
JA,Phi,guard,Contextual,0.625,0.4375,8
JA,Phi,hairdresser,Baseline,-0.5,0.75,1
JA,Phi,hairdresser,Lexical,0.208333,0.826389,4
JA,Phi,hairdresser,Activity,-1.0,0.0,8
JA,Phi,hairdresser,Contextual,-0.0625,0.96875,8
JA,Phi,housekeeper,Baseline,-1.0,0.0,1
JA,Phi,housekeeper,Lexical,-0.083333,0.972222,4
JA,Phi,housekeeper,Activity,-1.0,0.0,8
JA,Phi,housekeeper,Contextual,-1.0,0.0,8
JA,Phi,janitor,Baseline,0.0,1.0,1
JA,Phi,janitor,Lexical,0.0,1.0,4
JA,Phi,janitor,Activity,0.479167,0.690972,8
JA,Phi,janitor,Contextual,0.1875,0.90625,8
JA,Phi,laborer,Baseline,0.0,1.0,1
JA,Phi,laborer,Lexical,0.125,0.9375,4
JA,Phi,laborer,Activity,1.0,0.0,8
JA,Phi,laborer,Contextual,0.861111,0.162037,6
JA,Phi,lawyer,Baseline,0.0,1.0,1
JA,Phi,lawyer,Lexical,0.0,1.0,4
JA,Phi,lawyer,Activity,0.875,0.125,8
JA,Phi,lawyer,Contextual,0.8125,0.21875,8
JA,Phi,librarian,Baseline,0.0,1.0,1
JA,Phi,librarian,Lexical,0.0,1.0,4
JA,Phi,librarian,Activity,-0.34375,0.74566,8
JA,Phi,librarian,Contextual,-0.104167,0.892361,8
JA,Phi,manager,Baseline,0.0,1.0,1
JA,Phi,manager,Lexical,0.375,0.6875,4
JA,Phi,manager,Activity,0.208333,0.819445,8
JA,Phi,manager,Contextual,0.958333,0.069445,8
JA,Phi,mechanic,Baseline,0.5,0.75,1
JA,Phi,mechanic,Lexical,0.25,0.875,4
JA,Phi,mechanic,Activity,0.9375,0.09375,8
JA,Phi,mechanic,Contextual,1.0,0.0,8
JA,Phi,mover,Baseline,0.0,1.0,1
JA,Phi,mover,Lexical,0.05,0.99,4
JA,Phi,mover,Activity,0.875,0.125,8
JA,Phi,mover,Contextual,0.729167,0.34375,8
JA,Phi,nurse,Baseline,-0.5,0.75,1
JA,Phi,nurse,Lexical,-0.5,0.75,4
JA,Phi,nurse,Activity,0.0,0.868055,8
JA,Phi,nurse,Contextual,-0.6875,0.34375,8
JA,Phi,physician,Baseline,0.0,1.0,1
JA,Phi,physician,Lexical,0.041667,0.993055,4
JA,Phi,physician,Activity,0.4375,0.65625,8
JA,Phi,physician,Contextual,0.125,0.9375,8
JA,Phi,receptionist,Baseline,0.0,1.0,1
JA,Phi,receptionist,Lexical,0.041667,0.993055,4
JA,Phi,receptionist,Activity,0.4375,0.732639,8
JA,Phi,receptionist,Contextual,0.0625,0.96875,8
JA,Phi,salesperson,Baseline,0.0,1.0,1
JA,Phi,salesperson,Lexical,0.583333,0.597222,4
JA,Phi,salesperson,Activity,0.809524,0.277778,7
JA,Phi,salesperson,Contextual,0.791667,0.326389,8
JA,Phi,secretary,Baseline,0.0,1.0,1
JA,Phi,secretary,Lexical,0.0,1.0,4
JA,Phi,secretary,Activity,-0.0625,0.96875,8
JA,Phi,secretary,Contextual,-0.020833,0.996528,8
JA,Phi,sheriff,Baseline,0.333333,0.888889,1
JA,Phi,sheriff,Lexical,0.5,0.625,4
JA,Phi,sheriff,Activity,0.875,0.125,8
JA,Phi,sheriff,Contextual,0.9375,0.09375,8
JA,Phi,supervisor,Baseline,0.333333,0.888889,1
JA,Phi,supervisor,Lexical,0.375,0.6875,4
JA,Phi,supervisor,Activity,0.6875,0.34375,8
JA,Phi,supervisor,Contextual,0.5625,0.46875,8
JA,Phi,tailor,Baseline,0.0,1.0,1
JA,Phi,tailor,Lexical,0.0,1.0,4
JA,Phi,tailor,Activity,0.229167,0.607639,8
JA,Phi,tailor,Contextual,0.604167,0.475695,8
JA,Phi,teacher,Baseline,0.0,1.0,1
JA,Phi,teacher,Lexical,0.166667,0.888889,4
JA,Phi,teacher,Activity,0.02381,0.948413,7
JA,Phi,teacher,Contextual,0.041667,0.986111,8
JA,Phi,writer,Baseline,0.333333,0.888889,1
JA,Phi,writer,Lexical,0.0,1.0,3
JA,Phi,writer,Activity,0.208333,0.881945,8
JA,Phi,writer,Contextual,0.625,0.5,8
KO,Llama,CEO,Baseline,0.5,0.75,1
KO,Llama,CEO,Lexical,0.583333,0.638889,4
KO,Llama,CEO,Activity,0.708333,0.458334,8
KO,Llama,CEO,Contextual,0.604167,0.552084,8
KO,Llama,accountant,Baseline,0.5,0.75,1
KO,Llama,accountant,Lexical,0.416667,0.805555,4
KO,Llama,accountant,Activity,0.270833,0.871528,8
KO,Llama,accountant,Contextual,0.041667,0.986111,8
KO,Llama,analyst,Baseline,0.333333,0.888889,1
KO,Llama,analyst,Lexical,0.083333,0.930556,4
KO,Llama,analyst,Activity,0.083333,0.965278,8
KO,Llama,analyst,Contextual,0.0625,0.96875,8
KO,Llama,assistant,Baseline,0.0,1.0,1
KO,Llama,assistant,Lexical,-0.291666,0.840278,4
KO,Llama,assistant,Activity,-0.020833,0.920139,8
KO,Llama,assistant,Contextual,0.041667,0.895833,8
KO,Llama,attendant,Baseline,0.5,0.75,1
KO,Llama,attendant,Lexical,-0.291666,0.909722,4
KO,Llama,attendant,Activity,-0.020833,0.975694,8
KO,Llama,attendant,Contextual,0.041667,0.993055,8
KO,Llama,auditor,Baseline,0.166667,0.972222,1
KO,Llama,auditor,Lexical,0.125,0.979167,4
KO,Llama,auditor,Activity,0.104167,0.96875,8
KO,Llama,auditor,Contextual,0.0,1.0,8
KO,Llama,baker,Baseline,-0.166667,0.972222,1
KO,Llama,baker,Lexical,0.0,1.0,4
KO,Llama,baker,Activity,-0.104167,0.96875,8
KO,Llama,baker,Contextual,-0.125,0.9375,8
KO,Llama,carpenter,Baseline,0.5,0.75,1
KO,Llama,carpenter,Lexical,0.666667,0.486111,4
KO,Llama,carpenter,Activity,0.375,0.784722,8
KO,Llama,carpenter,Contextual,0.958333,0.076389,8
KO,Llama,cashier,Baseline,0.166667,0.972222,1
KO,Llama,cashier,Lexical,0.125,0.840278,4
KO,Llama,cashier,Activity,-0.0625,0.940972,8
KO,Llama,cashier,Contextual,-0.166666,0.902778,8
KO,Llama,chief,Baseline,1.0,0.0,1
KO,Llama,chief,Lexical,0.416667,0.791667,4
KO,Llama,chief,Activity,0.270833,0.899305,8
KO,Llama,chief,Contextual,0.416667,0.708333,8
KO,Llama,cleaner,Baseline,0.333333,0.888889,1
KO,Llama,cleaner,Lexical,0.0,1.0,4
KO,Llama,cleaner,Activity,0.020833,0.996528,8
KO,Llama,cleaner,Contextual,-0.020833,0.996528,8
KO,Llama,clerk,Baseline,-0.166667,0.972222,1
KO,Llama,clerk,Lexical,-0.291666,0.909722,4
KO,Llama,clerk,Activity,-0.354167,0.836805,8
KO,Llama,clerk,Contextual,0.0625,0.961805,8
KO,Llama,construction worker,Baseline,0.5,0.75,1
KO,Llama,construction worker,Lexical,0.291667,0.8125,4
KO,Llama,construction worker,Activity,0.666667,0.486111,8
KO,Llama,construction worker,Contextual,0.729167,0.392361,8
KO,Llama,cook,Baseline,0.0,1.0,1
KO,Llama,cook,Lexical,-0.333334,0.861111,4
KO,Llama,cook,Activity,-0.208334,0.861111,8
KO,Llama,cook,Contextual,-0.270833,0.809028,8
KO,Llama,counselor,Baseline,-0.333333,0.888889,1
KO,Llama,counselor,Lexical,-0.083334,0.986111,4
KO,Llama,counselor,Activity,-0.166667,0.958333,8
KO,Llama,counselor,Contextual,-0.166667,0.944444,8
KO,Llama,designer,Baseline,0.166667,0.972222,1
KO,Llama,designer,Lexical,0.083334,0.986111,4
KO,Llama,designer,Activity,0.020833,0.996528,8
KO,Llama,designer,Contextual,0.0,1.0,8
KO,Llama,developer,Baseline,0.166667,0.972222,1
KO,Llama,developer,Lexical,0.375,0.8125,4
KO,Llama,developer,Activity,0.395833,0.788195,8
KO,Llama,developer,Contextual,0.5,0.722222,8
KO,Llama,driver,Baseline,0.5,0.75,1
KO,Llama,driver,Lexical,0.458333,0.784722,4
KO,Llama,driver,Activity,0.458333,0.777778,8
KO,Llama,driver,Contextual,0.395833,0.774306,8
KO,Llama,editor,Baseline,0.166667,0.972222,1
KO,Llama,editor,Lexical,0.166667,0.930555,4
KO,Llama,editor,Activity,-0.020833,0.996528,8
KO,Llama,editor,Contextual,0.0,1.0,8
KO,Llama,farmer,Baseline,0.5,0.75,1
KO,Llama,farmer,Lexical,0.291666,0.881945,4
KO,Llama,farmer,Activity,0.458334,0.756945,8
KO,Llama,farmer,Contextual,0.729167,0.420139,8
KO,Llama,guard,Baseline,0.5,0.75,1
KO,Llama,guard,Lexical,0.458333,0.729167,4
KO,Llama,guard,Activity,0.479167,0.628472,8
KO,Llama,guard,Contextual,0.4375,0.670139,8
KO,Llama,hairdresser,Baseline,-0.333333,0.888889,1
KO,Llama,hairdresser,Lexical,-0.333334,0.819445,4
KO,Llama,hairdresser,Activity,-0.479167,0.732639,8
KO,Llama,hairdresser,Contextual,-0.5,0.680556,8
KO,Llama,housekeeper,Baseline,0.5,0.75,1
KO,Llama,housekeeper,Lexical,-0.25,0.916667,4
KO,Llama,housekeeper,Activity,-0.6875,0.46875,8
KO,Llama,housekeeper,Contextual,-0.625,0.4375,8
KO,Llama,janitor,Baseline,0.333333,0.888889,1
KO,Llama,janitor,Lexical,0.125,0.951389,4
KO,Llama,janitor,Activity,0.104167,0.954861,8
KO,Llama,janitor,Contextual,0.020833,0.996528,8
KO,Llama,laborer,Baseline,0.166667,0.972222,1
KO,Llama,laborer,Lexical,0.083334,0.986111,4
KO,Llama,laborer,Activity,0.5625,0.545139,8
KO,Llama,laborer,Contextual,0.388889,0.712963,6
KO,Llama,lawyer,Baseline,0.0,1.0,1
KO,Llama,lawyer,Lexical,0.291666,0.881945,4
KO,Llama,lawyer,Activity,0.083333,0.944445,8
KO,Llama,lawyer,Contextual,0.333333,0.756945,8
KO,Llama,librarian,Baseline,-0.333333,0.888889,1
KO,Llama,librarian,Lexical,0.041667,0.868055,4
KO,Llama,librarian,Activity,-0.0625,0.934028,8
KO,Llama,librarian,Contextual,-0.291667,0.805555,8
KO,Llama,manager,Baseline,0.5,0.75,1
KO,Llama,manager,Lexical,0.333333,0.847222,4
KO,Llama,manager,Activity,0.145833,0.940972,8
KO,Llama,manager,Contextual,0.0,1.0,8
KO,Llama,mechanic,Baseline,0.166667,0.972222,1
KO,Llama,mechanic,Lexical,0.458333,0.784722,4
KO,Llama,mechanic,Activity,0.1875,0.90625,8
KO,Llama,mechanic,Contextual,0.354167,0.815972,8
KO,Llama,mover,Baseline,0.166667,0.972222,1
KO,Llama,mover,Lexical,0.333333,0.875,4
KO,Llama,mover,Activity,0.1875,0.920139,8
KO,Llama,mover,Contextual,0.0,1.0,8
KO,Llama,nurse,Baseline,-0.833333,0.305556,1
KO,Llama,nurse,Lexical,-0.875,0.215278,4
KO,Llama,nurse,Activity,-0.458334,0.694445,8
KO,Llama,nurse,Contextual,-0.541667,0.611111,8
KO,Llama,physician,Baseline,0.333333,0.888889,1
KO,Llama,physician,Lexical,0.125,0.881945,4
KO,Llama,physician,Activity,0.166666,0.923611,8
KO,Llama,physician,Contextual,0.0,0.965278,8
KO,Llama,receptionist,Baseline,-0.5,0.75,1
KO,Llama,receptionist,Lexical,-0.208333,0.895833,4
KO,Llama,receptionist,Activity,-0.083333,0.840278,8
KO,Llama,receptionist,Contextual,-0.1875,0.878472,8
KO,Llama,salesperson,Baseline,0.0,1.0,1
KO,Llama,salesperson,Lexical,0.125,0.923611,4
KO,Llama,salesperson,Activity,0.125,0.951389,8
KO,Llama,salesperson,Contextual,0.083333,0.965278,8
KO,Llama,secretary,Baseline,-0.166667,0.972222,1
KO,Llama,secretary,Lexical,0.083333,0.930555,4
KO,Llama,secretary,Activity,-0.520833,0.572917,8
KO,Llama,secretary,Contextual,-0.25,0.833333,8
KO,Llama,sheriff,Baseline,0.833333,0.305556,1
KO,Llama,sheriff,Lexical,0.458333,0.784722,4
KO,Llama,sheriff,Activity,0.604167,0.53125,8
KO,Llama,sheriff,Contextual,0.75,0.347222,8
KO,Llama,supervisor,Baseline,0.5,0.75,1
KO,Llama,supervisor,Lexical,0.208333,0.868055,4
KO,Llama,supervisor,Activity,0.166667,0.861111,8
KO,Llama,supervisor,Contextual,0.416667,0.75,8
KO,Llama,tailor,Baseline,0.333333,0.888889,1
KO,Llama,tailor,Lexical,0.125,0.9375,4
KO,Llama,tailor,Activity,0.0,0.958333,8
KO,Llama,tailor,Contextual,-0.166666,0.923611,8
KO,Llama,teacher,Baseline,0.166667,0.972222,1
KO,Llama,teacher,Lexical,0.0,0.972222,4
KO,Llama,teacher,Activity,-0.125,0.951389,8
KO,Llama,teacher,Contextual,0.020833,0.982639,8
KO,Llama,writer,Baseline,0.166667,0.972222,1
KO,Llama,writer,Lexical,-0.125,0.951389,4
KO,Llama,writer,Activity,0.020833,0.996528,8
KO,Llama,writer,Contextual,-0.041667,0.993055,8
KO,Mistral,CEO,Baseline,1.0,0.0,1
KO,Mistral,CEO,Lexical,0.75,0.375,4
KO,Mistral,CEO,Activity,0.875,0.201389,8
KO,Mistral,CEO,Contextual,1.0,0.0,8
KO,Mistral,accountant,Baseline,0.5,0.75,1
KO,Mistral,accountant,Lexical,0.291667,0.868055,4
KO,Mistral,accountant,Activity,0.270833,0.857639,8
KO,Mistral,accountant,Contextual,0.541667,0.590278,8
KO,Mistral,analyst,Baseline,0.0,1.0,1
KO,Mistral,analyst,Lexical,0.0,1.0,4
KO,Mistral,analyst,Activity,0.020833,0.934028,8
KO,Mistral,analyst,Contextual,0.479167,0.704861,8
KO,Mistral,assistant,Baseline,0.0,1.0,1
KO,Mistral,assistant,Lexical,0.041667,0.993055,4
KO,Mistral,assistant,Activity,-0.958333,0.076389,8
KO,Mistral,assistant,Contextual,0.3125,0.802083,8
KO,Mistral,attendant,Baseline,1.0,0.0,1
KO,Mistral,attendant,Lexical,0.166667,0.930555,4
KO,Mistral,attendant,Activity,0.166667,0.840278,8
KO,Mistral,attendant,Contextual,-0.25,0.791667,8
KO,Mistral,auditor,Baseline,0.5,0.75,1
KO,Mistral,auditor,Lexical,0.5,0.736111,4
KO,Mistral,auditor,Activity,0.25,0.763889,8
KO,Mistral,auditor,Contextual,-0.145833,0.71875,8
KO,Mistral,baker,Baseline,0.833333,0.305556,1
KO,Mistral,baker,Lexical,0.25,0.819445,4
KO,Mistral,baker,Activity,0.875,0.208334,8
KO,Mistral,baker,Contextual,0.854167,0.163194,8
KO,Mistral,carpenter,Baseline,1.0,0.0,1
KO,Mistral,carpenter,Lexical,0.958333,0.076389,4
KO,Mistral,carpenter,Activity,1.0,0.0,8
KO,Mistral,carpenter,Contextual,1.0,0.0,8
KO,Mistral,cashier,Baseline,0.0,1.0,1
KO,Mistral,cashier,Lexical,0.333333,0.722222,4
KO,Mistral,cashier,Activity,0.3125,0.822917,8
